"relative_path","full_path","Name","Extension","Length","size_mb","LastWriteTime"
".venv_fooocus\Lib\site-packages\pip\_internal\req\req_uninstall.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\req\req_uninstall.py","req_uninstall.py",".py","24099","0.023","26/12/47 09:31:26 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\resolution\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\resolution\__init__.py","__init__.py",".py","0","0","26/12/47 09:31:25 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\resolution\base.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\resolution\base.py","base.py",".py","577","0.001","26/12/47 09:31:26 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\resolution\legacy\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\resolution\legacy\__init__.py","__init__.py",".py","0","0","26/12/47 09:31:25 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py","resolver.py",".py","24061","0.023","26/12/47 09:31:26 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\__init__.py","__init__.py",".py","0","0","26/12/47 09:31:26 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py","base.py",".py","5903","0.006","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py","candidates.py",".py","20912","0.02","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py","factory.py",".py","36771","0.035","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py","found_candidates.py",".py","6018","0.006","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py","provider.py",".py","12150","0.012","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py","reporter.py",".py","3918","0.004","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py","requirements.py",".py","8239","0.008","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py","resolver.py",".py","13437","0.013","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\__init__.py","__init__.py",".py","0","0","26/12/47 09:31:26 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\_jaraco_text.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\_jaraco_text.py","_jaraco_text.py",".py","3350","0.003","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\_log.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\_log.py","_log.py",".py","1015","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\appdirs.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\appdirs.py","appdirs.py",".py","1681","0.002","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\compat.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\compat.py","compat.py",".py","2514","0.002","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\compatibility_tags.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\compatibility_tags.py","compatibility_tags.py",".py","6630","0.006","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\datetime.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\datetime.py","datetime.py",".py","868","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\deprecation.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\deprecation.py","deprecation.py",".py","4319","0.004","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\direct_url_helpers.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\direct_url_helpers.py","direct_url_helpers.py",".py","3363","0.003","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\egg_link.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\egg_link.py","egg_link.py",".py","2459","0.002","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\entrypoints.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\entrypoints.py","entrypoints.py",".py","3324","0.003","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\filesystem.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\filesystem.py","filesystem.py",".py","6812","0.006","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\filetypes.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\filetypes.py","filetypes.py",".py","689","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\glibc.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\glibc.py","glibc.py",".py","3726","0.004","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\hashes.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\hashes.py","hashes.py",".py","5040","0.005","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\logging.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\logging.py","logging.py",".py","13414","0.013","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\misc.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\misc.py","misc.py",".py","23704","0.023","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\packaging.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\packaging.py","packaging.py",".py","1601","0.002","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\pylock.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\pylock.py","pylock.py",".py","9358","0.009","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\retry.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\retry.py","retry.py",".py","1461","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\subprocess.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\subprocess.py","subprocess.py",".py","8983","0.009","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\temp_dir.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\temp_dir.py","temp_dir.py",".py","9307","0.009","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\unpacking.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\unpacking.py","unpacking.py",".py","13584","0.013","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\urls.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\urls.py","urls.py",".py","1601","0.002","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\virtualenv.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\virtualenv.py","virtualenv.py",".py","3455","0.003","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\utils\wheel.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\utils\wheel.py","wheel.py",".py","4468","0.004","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\vcs\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\vcs\__init__.py","__init__.py",".py","596","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\vcs\bazaar.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\vcs\bazaar.py","bazaar.py",".py","3734","0.004","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\vcs\git.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\vcs\git.py","git.py",".py","19144","0.018","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\vcs\mercurial.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\vcs\mercurial.py","mercurial.py",".py","5575","0.005","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\vcs\subversion.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\vcs\subversion.py","subversion.py",".py","11787","0.011","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_internal\vcs\versioncontrol.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_internal\vcs\versioncontrol.py","versioncontrol.py",".py","22599","0.022","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\__init__.py","__init__.py",".py","4907","0.005","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\__init__.py","__init__.py",".py","820","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\_cmd.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\_cmd.py","_cmd.py",".py","1737","0.002","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\adapter.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\adapter.py","adapter.py",".py","6586","0.006","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\cache.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\cache.py","cache.py",".py","1953","0.002","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\controller.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\controller.py","controller.py",".py","19102","0.018","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\filewrapper.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\filewrapper.py","filewrapper.py",".py","4354","0.004","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\heuristics.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\heuristics.py","heuristics.py",".py","4881","0.005","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\serialize.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\serialize.py","serialize.py",".py","5163","0.005","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\wrapper.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\wrapper.py","wrapper.py",".py","1417","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\caches\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\caches\__init__.py","__init__.py",".py","303","0","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\caches\file_cache.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\caches\file_cache.py","file_cache.py",".py","4117","0.004","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\caches\redis_cache.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\cachecontrol\caches\redis_cache.py","redis_cache.py",".py","1386","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\certifi\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\certifi\__init__.py","__init__.py",".py","94","0","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\certifi\__main__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\certifi\__main__.py","__main__.py",".py","255","0","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\certifi\core.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\certifi\core.py","core.py",".py","3442","0.003","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\distlib\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\distlib\__init__.py","__init__.py",".py","625","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\distlib\compat.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\distlib\compat.py","compat.py",".py","41467","0.04","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\distlib\resources.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\distlib\resources.py","resources.py",".py","10820","0.01","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\distlib\scripts.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\distlib\scripts.py","scripts.py",".py","18612","0.018","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\distlib\util.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\distlib\util.py","util.py",".py","66682","0.064","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\distro\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\distro\__init__.py","__init__.py",".py","981","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\distro\__main__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\distro\__main__.py","__main__.py",".py","64","0","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\distro\distro.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\distro\distro.py","distro.py",".py","49430","0.047","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\idna\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\idna\__init__.py","__init__.py",".py","868","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\idna\codec.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\idna\codec.py","codec.py",".py","3438","0.003","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\idna\compat.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\idna\compat.py","compat.py",".py","316","0","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\idna\core.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\idna\core.py","core.py",".py","13246","0.013","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\idna\idnadata.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\idna\idnadata.py","idnadata.py",".py","79623","0.076","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\idna\intranges.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\idna\intranges.py","intranges.py",".py","1898","0.002","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\idna\package_data.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\idna\package_data.py","package_data.py",".py","21","0","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\idna\uts46data.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\idna\uts46data.py","uts46data.py",".py","243725","0.232","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\msgpack\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\msgpack\__init__.py","__init__.py",".py","1109","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\msgpack\exceptions.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\msgpack\exceptions.py","exceptions.py",".py","1081","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\msgpack\ext.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\msgpack\ext.py","ext.py",".py","5726","0.005","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\msgpack\fallback.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\msgpack\fallback.py","fallback.py",".py","32390","0.031","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\__init__.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\__init__.py","__init__.py",".py","494","0","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\_elffile.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\_elffile.py","_elffile.py",".py","3211","0.003","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\_manylinux.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\_manylinux.py","_manylinux.py",".py","9559","0.009","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\_musllinux.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\_musllinux.py","_musllinux.py",".py","2707","0.003","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\_parser.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\_parser.py","_parser.py",".py","11698","0.011","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\_structures.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\_structures.py","_structures.py",".py","1109","0.001","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py","_tokenizer.py",".py","5391","0.005","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\dependency_groups.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\dependency_groups.py","dependency_groups.py",".py","10218","0.01","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\direct_url.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\direct_url.py","direct_url.py",".py","10917","0.01","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\errors.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\errors.py","errors.py",".py","2680","0.003","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\markers.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\markers.py","markers.py",".py","17067","0.016","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\metadata.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\metadata.py","metadata.py",".py","38770","0.037","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\pylock.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\pylock.py","pylock.py",".py","33890","0.032","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\requirements.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\requirements.py","requirements.py",".py","4395","0.004","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\specifiers.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\specifiers.py","specifiers.py",".py","71550","0.068","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\tags.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\tags.py","tags.py",".py","34236","0.033","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\utils.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\utils.py","utils.py",".py","9848","0.009","26/12/47 09:31:28 ص"
".venv_fooocus\Lib\site-packages\pip\_vendor\packaging\version.py","D:\zzipp\جي بي\الكميرا\_organized_generation_workspace_20260612\.venv_fooocus\Lib\site-packages\pip\_vendor\packaging\version.py","version.py",".py","38393","0.037","26/12/47 09:31:28 ص"
